budget,revenue,original_title,vote_average,release_year
27.17,81.51,Selena,6.9,1997
33.96,135.85,Spice World - The Movie,5.2,1997
24.45,10.92,The Ice Storm,6.3,1997
4.08,31.44,Air Bud,5.3,1997
43.47,4.85,Cats Don't Dance,7.1,1997
40.75,69.79,Mortal Kombat: Annihilation,3.9,1997
74.72,43.45,Metro,5.3,1997
6.79,21.38,Wishmaster,5.4,1997
47.55,42.94,For Richer or Poorer,5.8,1997
13.58,24.42,Turbo: A Power Rangers Movie,4.6,1997
27.17,18.75,The Man Who Knew Too Little,6.5,1997
74.72,15.58,Turbulence,5.3,1997
21.74,2.29,Steel,4.3,1997
38.04,56.01,Private Parts,6.6,1997
16.3,5.43,Playing God,5.7,1997
25.81,60.22,Picture Perfect,5.2,1997
47.55,1.08,Anna Karenina,6,1997
33.96,16.08,Most Wanted,6,1997
47.55,34.1,Midnight in the Garden of Good and Evil,6.4,1997
29.89,36.09,An American Werewolf in Paris,5.3,1997
48.9,100.53,Amistad,6.6,1997
8.15,8.6,Affliction,5,1997
40.75,17.84,Rosewood,6,1997
99.17,311.19,The Lost World: Jurassic Park,6.1,1997
50.26,8.81,Switchback,5.7,1997
5.43,40.01,La vÃ©ritÃ© si je mens !,6.4,1997
1.07,1.17,The Castle,7,1997
140.41,1192.71,Frozen,7.5,2013
98.28,670.57,Gravity,7.4,2013
159.13,449.08,Thor: The Dark World,6.8,2013
187.21,1137.69,Iron Man 3,6.9,2013
70.2,110.17,Now You See Me,7.3,2013
121.68,793.22,The Hunger Games: Catching Fire,7.4,2013
93.6,366.93,The Wolf of Wall Street,7.9,2013
168.49,381.53,Pacific Rim,6.7,2013
112.32,267.86,Oblivion,6.3,2013
234.01,897.09,The Hobbit: The Desolation of Smaug,7.6,2013
210.61,620.45,Man of Steel,6.5,2013
21.53,44.32,Her,7.8,2013
71.14,908.67,Despicable Me 2,7,2013
177.85,437.47,Star Trek Into Darkness,7.4,2013
18.72,175.04,12 Years a Slave,7.9,2013
35.57,92.05,Riddick,6.2,2013
12.17,297.66,The Conjuring,7.4,2013
98.28,328.59,The Great Gatsby,7.2,2013
107.64,267.84,Elysium,6.5,2013
86.12,285.17,A Good Day to Die Hard,5.2,2013
2.81,83.61,The Purge,5.8,2013
187.21,696,Monsters University,7,2013
187.21,497.84,World War Z,6.7,2013
84.24,176.1,The Secret Life of Walter Mitty,7,2013
102.96,117.51,Ender's Game,6.6,2013
34.63,252.72,We're the Millers,6.9,2013
57.1,123.5,2 Guns,6.6,2013
35.57,84.47,Rush,7.7,2013
121.68,348.09,G.I. Joe: Retaliation,5.4,2013
10.3,30.83,Inside Llewyn Davis,7.1,2013
65.52,150.73,Olympus Has Fallen,6.2,2013
84.24,163.41,Percy Jackson: Sea of Monsters,5.9,2013
43.06,114.31,Prisoners,7.8,2013
37.44,235.11,American Hustle,6.8,2013
32.76,109.5,Warm Bodies,6.4,2013
46.8,210.42,Hansel & Gretel: Witch Hunters,5.7,2013
163.81,141.31,47 Ronin,5.8,2013
56.16,84.77,The Mortal Instruments: City of Bones,6.2,2013
93.6,251.26,Epic,6.4,2013
37.44,139.75,Lone Survivor,7.4,2013
4.68,51.67,Dallas Buyers Club,7.8,2013
121.68,57.71,R.I.P.D.,5.3,2013
46.8,205.73,Planes,5.7,2013
4.68,29.69,Spring Breakers,5,2013
12.17,64.19,The Call,6.6,2013
15.91,91.3,Evil Dead,6.3,2013
26.21,125.81,Last Vegas,6.4,2013
28.08,34.53,The Family,6.1,2013
14.04,33.22,The Place Beyond the Pines,6.7,2013
74.88,231.19,Grown Ups 2,5.9,2013
96.41,338.84,The Hangover Part III,6,2013
126.36,547.75,The Croods,6.8,2013
20.59,40.3,Homefront,6.4,2013
46.8,115.05,Escape Plan,6.7,2013
28.08,77.12,Carrie,5.8,2013
51.48,88.92,Captain Phillips,7.7,2013
23.4,66.47,The Counselor,4.9,2013
140.41,192.23,White House Down,6.4,2013
7.49,59.41,Begin Again,7.2,2013
32.76,20.42,The Big Wedding,5.6,2013
11.23,1.36,Life of Crime,5.6,2013
182.53,185.04,Jack the Giant Slayer,5.5,2013
28.08,58.61,Runner Runner,5.5,2013
51.48,8.88,Bullet to the Head,5.2,2013
10.3,7.35,What If,6.7,2013
24.34,47.89,Delivery Man,6.1,2013
29.95,117.98,This Is the End,6.2,2013
14.04,142.12,Jackass Presents: Bad Grandpa,6.1,2013
32.76,43.26,Parker,5.6,2013
121.68,228.25,After Earth,5.1,2013
40.25,148.52,The Heat,6.6,2013
32.76,105.35,Saving Mr. Banks,7.3,2013
26.21,27.14,Kick-Ass 2,6.3,2013
4.68,41.21,Oculus,6.2,2013
238.69,83.58,The Lone Ranger,6,2013
56.16,98.47,Gangster Squad,6.1,2013
32.76,162.84,Identity Thief,5.6,2013
11.23,11.3,Stoker,6.3,2013
8.42,5.72,All Is Lost,6.5,2013
18.72,44.22,Texas Chainsaw 3D,5.4,2013
2.34,6.42,The Spectacular Now,6.8,2013
18.72,22.71,Trance,6.4,2013
46.8,162.54,Anchorman 2: The Legend Continues,6,2013
187.21,460.41,Oz: The Great and Powerful,5.6,2013
126.36,264.5,Turbo,6.1,2013
18.72,7.82,Redemption,5.7,2013
23.4,80.66,Pain & Gain,6.1,2013
41.19,59.28,The Host,6,2013
28.08,4.55,Oldboy,6,2013
16.85,18.98,Labor Day,6.6,2013
14.04,137.13,Mama,6,2013
29.95,53.62,The Physician,7.2,2013
12.17,16.85,Admission,5.4,2013
23.4,108.51,The Butler,7.2,2013
5.62,30.36,Movie 43,4.4,2013
12.17,44.99,21 & Over,5.7,2013
37.44,69.83,Escape from Planet Earth,5.8,2013
37.44,42.03,Grudge Match,6,2013
10.2,15.45,Belle,7.1,2013
11.23,14.05,Machete Kills,5.2,2013
26.21,91.35,Safe Haven,6.8,2013
8.89,7.3,Bad Words,6.2,2013
14.04,17.92,The Bling Ring,5.3,2013
10.3,3.41,Empire State,5,2013
21.53,14.6,Behind the Candelabra,6.6,2013
73.01,232.5,Cloudy with a Chance of Meatballs 2,6.4,2013
16.85,91.27,Blue Jasmine,6.9,2013
26.21,0.96,Third Person,5.6,2013
2.34,56.29,A Haunted House,5.5,2013
4.49,9.68,Only God Forgives,5.3,2013
28.08,59.32,Side Effects,6.3,2013
12.64,18.02,La migliore offerta,7.7,2013
28.08,25.68,The Incredible Burt Wonderstone,5.2,2013
9.36,20.21,Mud,6.9,2013
14.98,0.3,Adore,6.2,2013
16.85,20.88,The Railway Man,6.6,2013
52.42,18.44,Broken City,5.7,2013
74.88,118.45,Walking With Dinosaurs,5,2013
2.71,0.07,No One Lives,5.3,2013
7.96,0.01,Welcome to the Punch,5.5,2013
56.16,56.21,Beautiful Creatures,5.5,2013
25.48,5.15,The Frozen Ground,6.2,2013
98.28,325.21,The Smurfs 2,5.5,2013
14.98,5.49,The Immigrant,6,2013
37.44,88.94,42,6.8,2013
9.36,1.48,Lovelace,6,2013
4.31,21.71,The Way Way Back,7.1,2013
26.21,8.01,The Fifth Estate,5.6,2013
23.4,0.01,The Adventurer: The Curse of the Midas B,5.2,2013
23.87,2.26,Blood Ties,5.8,2013
112.32,388.87,The Wolverine,6.4,2013
32.76,40.18,Snitch,5.7,2013
51.48,102.96,Free Birds,5.8,2013
11.23,16.53,Nebraska,7.3,2013
18.72,73.37,Scary Movie 5,4.6,2013
23.4,1.92,Man of Tai Chi,5.6,2013
7.96,21.02,Baggage Claim,5.8,2013
23.4,69.44,August: Osage County,6.8,2013
2.81,10.46,Before Midnight,7.1,2013
4.68,80.84,Paranormal Activity: The Marked Ones,5.3,2013
11.23,33.63,Jobs,6,2013
3.28,23.56,Dark Skies,6,2013
0.94,2.77,In a World...,6.4,2013
32.76,12.9,Paranoia,5.6,2013
4.68,1.11,Repentance,4.8,2013
20.59,14.41,Out of the Furnace,6.4,2013
1.4,3.34,The To Do List,5.6,2013
149.77,738.23,Fast & Furious 6,6.6,2013
18.72,15.49,Battle of the Year,5.9,2013
0.09,0.42,Upstream Color,6.5,2013
18.72,25.45,Khumba,5.8,2013
9.36,0.03,Jimmy P.,4.6,2013
16.38,6.57,Black Nativity,6.2,2013
3.74,0.01,The Sacrament,5.4,2013
6.55,0.01,Sweetwater,5.7,2013
9.36,0.97,Phantom,5.4,2013
7.49,9.01,Wolf Creek 2,5.6,2013
16.85,7.46,Metallica: Through the Never,6.6,2013
65.52,17.47,Legends of Oz: Dorothy's Return,6.1,2013
4.59,2.02,Austenland,6.6,2013
6.08,2.25,The East,6.3,2013
15.91,67.04,The Best Man Holiday,7,2013
30.89,8.89,The Young and Prodigious T.S. Spivet,6.7,2013
0.23,0.05,The Canyons,4.4,2013
0,0,Make Your Move,5.9,2013
3.74,0.33,The Face of Love,5.8,2013
9.36,0.61,Parkland,5.8,2013
4.68,14.21,The Last Exorcism Part II,4.5,2013
5.62,1,What Maisie Knew,7.5,2013
32.76,25.58,Mandela: Long Walk to Freedom,6.5,2013
11.23,93.72,Philomena,7.4,2013
0,0,Hross Ã­ oss,6.5,2013
14.04,20.37,Diana,5,2013
7.02,1.27,Gimme Shelter,6.4,2013
16.85,9.83,Getaway,5,2013
0.99,0.44,On the Job,5.9,2013
2.81,1.57,Nothing Left to Fear,4.6,2013
1.12,2.68,Home Run,6.5,2013
54.29,41.19,The Internship,6.1,2013
28.08,63.77,Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð,5.5,2013
38.52,772.57,Back to the Future,7.8,1985
2.03,104.45,The Breakfast Club,7.6,1985
40.54,37.36,Ladyhawke,6.6,1985
24.95,73.44,Mad Max Beyond Thunderdome,5.8,1985
60.81,309,A View to a Kill,5.8,1985
50.68,31.43,Legend,6.3,1985
38.52,124.45,The Goonies,7.2,1985
6.08,60.81,A Nightmare on Elm Street Part 2: Freddy,5.7,1985
89.2,608.96,Rambo: First Blood Part II,6.2,1985
62.84,260.49,Out of Africa,6.7,1985
62.84,609.11,Rocky IV,6.6,1985
50.68,43.16,The Black Cauldron,6.2,1985
30.41,296.56,The Color Purple,7.5,1985
20.27,116.56,Commando,6.3,1985
25.34,0.48,King Solomon's Mines,4.9,1985
8.11,28.86,The Return of the Living Dead,7.1,1985
24.33,139.28,Witness,6.7,1985
18.24,50.52,Fright Night,6.8,1985
36.29,14.09,Red Sonja,5.2,1985
7.1,68.92,Day of the Dead,6.7,1985
30.41,29.69,Clue: The Movie,7.1,1985
4.46,44.46,Friday the 13th: A New Beginning,5.2,1985
101.36,48.08,Santa Claus: The Movie,5.9,1985
30.41,21.55,The Purple Rose of Cairo,7,1985
50.68,196.18,The Jewel of the Nile,6.1,1985
1.82,4.1,Re-Animator,6.9,1985
18.24,41.6,Porky's Revenge,4.4,1985
9.12,21.51,After Hours,7,1985
12.16,82.99,Pee-wee's Big Adventure,6.5,1985
40.54,92.91,Brewster's Millions,6.5,1985
10.14,55.54,Desperately Seeking Susan,6.2,1985
18.24,16.09,Runaway Train,6.6,1985
50.68,22.58,Return to Oz,6,1985
10.14,1.02,Mishima: A Life in Four Chapters,6.3,1985
6.49,20.27,Once Bitten,5.5,1985
20.27,52.21,The Last Dragon,6.8,1985
50.68,20.01,Explorers,6.1,1985
38.52,26.19,Perfect,4.3,1985
0,13.58,Into the Night,6.1,1985
1.74,4.97,My Beautiful Laundrette,6.2,1985
4.89,21.8,Missing in Action 2: The Beginning,5,1985
167.48,1000.35,Harry Potter and the Goblet of Fire,7.3,2005
167.48,417.84,Batman Begins,7.3,2005
200.98,836.09,"The Chronicles of Narnia: The Lion, the ",6.5,2005
60.29,147.96,V for Vendetta,7.6,2005
44.66,177.24,Sin City,7.1,2005
167.48,530.33,Charlie and the Chocolate Factory,6.5,2005
126.17,949.08,Star Wars: Episode III - Revenge of the ,7,2005
55.83,116.66,The Hitchhiker's Guide to the Galaxy,6.6,2005
140.69,181.94,The Island,6.4,2005
83.74,594.77,Madagascar,6.4,2005
111.66,369.11,Fantastic Four,5.6,2005
111.66,257.29,Constantine,6.5,2005
44.66,318.42,Wedding Crashers,6.3,2005
69.23,58.4,Ã†on Flux,5.3,2005
62.53,126.18,The Pacifier,5.8,2005
147.39,660.71,War of the Worlds,5.9,2005
94.91,181.15,Memoirs of a Geisha,7.1,2005
29.03,122.21,The 40 Year Old Virgin,6.2,2005
167.48,351.08,Chicken Little,5.6,2005
78.16,411.01,Hitch,6.3,2005
35.73,95.1,Transporter 2,6.1,2005
27.91,136.77,Nanny McPhee,6.1,2005
145.15,236.31,Kingdom of Heaven,6.4,2005
48.01,172.79,Monster-in-Law,5.7,2005
231.13,614.11,King Kong,6.4,2005
59.18,106.33,Be Cool,5.3,2005
55.83,49.61,Into the Blue,5.9,2005
31.26,135.27,Pride & Prejudice,7.6,2005
15.63,198.8,Brokeback Mountain,7.2,2005
83.74,291.08,Robots,5.9,2005
97.14,79.36,xXx: State of the Union,4.8,2005
27.91,43.61,The Sisterhood of the Traveling Pants,6.3,2005
122.82,533.95,Mr. & Mrs. Smith,6.5,2005
83.74,159,The Legend of Zorro,5.8,2005
46.9,26.94,Lord of War,6.9,2005
72.58,71.82,Zathura: A Space Adventure,5.9,2005
48.01,63.29,Elektra,5,2005
44.66,130.86,Corpse Bride,7,2005
33.5,214.89,The Curse of the Were-Rabbit,6.6,2005
78.16,99.3,Rumor Has It...,5.2,2005
32.38,23.59,The Jacket,6.6,2005
80.39,108.18,Jarhead,6.4,2005
43.55,43.4,Serenity,7.3,2005
4.47,170.75,Saw II,6.2,2005
64.76,114.84,Just Like Heaven,6.5,2005
55.83,73.7,Herbie Fully Loaded,5.2,2005
63.64,58.1,Elizabethtown,6,2005
50.25,103.14,Four Brothers,6.6,2005
5.36,89.97,Hostel,5.7,2005
16.75,17.63,Kiss Kiss Bang Bang,7.1,2005
98.26,121.19,Cinderella Man,7,2005
16.75,95.25,Match Point,7.1,2005
16.75,57,Hoodwinked!,6,2005
27.91,136.94,Hide and Seek,6.2,2005
94.91,146.75,Bewitched,4.9,2005
66.99,62.51,Doom,4.9,2005
66.99,144.24,Cheaper by the Dozen 2,5.8,2005
33.5,56.33,Fever Pitch,5.7,2005
33.5,65.21,Must Love Dogs,6,2005
22.33,8.41,Proof,6.1,2005
89.33,181.94,The Interpreter,6.2,2005
98.26,117.59,The Brothers Grimm,5.4,2005
33.5,20.79,An Unfinished Life,6.9,2005
58.06,87.03,Hostage,6,2005
55.83,123.72,The Dukes of Hazzard,5.2,2005
78.16,145.55,Munich,6.7,2005
21.21,161.03,The Exorcism of Emily Rose,6.2,2005
7.26,27.68,Thank You for Smoking,7.1,2005
24.56,25.01,Deuce Bigalow: European Gigolo,4.8,2005
55.83,104.96,Syriana,6,2005
24.56,64.18,Derailed,6.2,2005
55.83,47,Oliver Twist,6.6,2005
48.01,102.7,The Skeleton Key,6.3,2005
13.4,0.01,Chaos,6.3,2005
33.5,104.7,Racing Stripes,5.1,2005
7.82,60.96,"Good Night, and Good Luck.",6.4,2005
33.5,85.61,Coach Carter,7.3,2005
35.73,67.82,A History of Violence,6.7,2005
21.21,120.64,The Amityville Horror,6,2005
111.66,225.57,Fun with Dick and Jane,5.9,2005
50.25,56.8,Unleashed,6.5,2005
50.25,18.77,Rebound,5.5,2005
39.08,76.95,Guess Who,5.4,2005
0.19,20.73,Keeping Mum,6.5,2005
39.08,34.08,Two for the Money,5.9,2005
2.23,6.66,Harsh Times,6,2005
61.41,249.43,Flightplan,6,2005
33.5,39.41,Assault on Precinct 13,5.9,2005
11.17,51.07,Broken Flowers,6.7,2005
22.33,13.94,The Weather Man,5.7,2005
1.12,31,Wolf Creek,5.8,2005
16.75,52.22,Land of the Dead,5.8,2005
31.26,208.17,Walk the Line,7,2005
33.5,47.89,A Lot Like Love,6.5,2005
44.66,51.86,Get Rich or Die Tryin',6.5,2005
50.25,62.61,Kicking & Screaming,5.8,2005
4.47,0.97,MirrorMask,6.5,2005
39.08,21.54,Cursed,5,2005
55.83,9.31,Stay,6.4,2005
27.91,30.87,Ice Princess,5.8,2005
91.56,212.5,The Longest Yard,6.2,2005
3.35,20.81,Waiting...,6,2005
35.73,109.33,Are We There Yet?,5.4,2005
89.33,6.69,A Sound of Thunder,4.8,2005
20.1,51.59,The Fog,4.2,2005
150.74,85.9,Stealth,5,2005
16.75,52.67,The Wedding Date,6.2,2005
27.91,2.69,BloodRayne,3.8,2005
145.15,133.17,Sahara,5.6,2005
11.17,19.31,The Matador,6,2005
7.82,54.81,Capote,6.7,2005
39.08,21.75,Valiant,5.3,2005
27.91,92.08,The Constant Gardener,6.7,2005
1.06,7.84,Hard Candy,6.8,2005
44.66,76.78,House of Wax,5.3,2005
89.33,11.35,The Great Raid,6.5,2005
55.83,25.62,Domino,6.1,2005
27.91,40.59,Beauty Shop,5.1,2005
55.83,77.52,The Adventures of Sharkboy and Lavagirl,4.3,2005
27.91,17.23,The Greatest Game Ever Played,7,2005
16.75,13.44,The Three Burials of Melquiades Estrada,6.7,2005
1.12,11.22,Cry_Wolf,5.4,2005
33.5,30.83,Goal!: The Dream Begins,6.5,2005
11.17,101.83,White Noise,5.5,2005
0.53,4.38,Brick,6.8,2005
33.5,0.28,Dominion: Prequel to the Exorcist,4.6,2005
33.5,34.1,The New World,6.1,2005
15.86,0.75,Manderlay,6.9,2005
39.08,96.44,Sky High,5.8,2005
1,0.43,The Quiet,5.6,2005
29.03,64.64,Red Eye,6.1,2005
7.82,3.01,Everything is Illuminated,7.4,2005
1.67,0.8,The Ballad of Jack and Rose,6.4,2005
50.25,80.42,"Yours, Mine & Ours",5.7,2005
50.25,42.49,The Producers,5.9,2005
0.91,5.42,Romanzo criminale,6.9,2005
8.93,24.79,Hustle & Flow,6.2,2005
1.12,14.91,Transamerica,6.5,2005
22.33,11.66,Alone in the Dark,3.5,2005
22.33,75.03,Boogeyman,4.5,2005
14.52,26.49,Les PoupÃ©es Russes,6.7,2005
33.5,16.76,The Cave,5.2,2005
44.66,35.36,Rent,6.5,2005
1.67,12.39,The Squid and the Whale,6.7,2005
2.23,0.73,Inside Deep Throat,6.8,2005
8.37,0.16,Man-Thing,3.9,2005
1.73,7.92,Tau man ji D,6,2005
5.3,0.23,Tamara,4.9,2005
11.48,12.94,Shopgirl,5.8,2005
39.08,28.16,North Country,6.8,2005
0.5,1.09,Conversations with Other Women,6.3,2005
8.93,0.95,Down in the Valley,5.8,2005
13.4,0.09,Mozart and the Whale,6.8,2005
33.5,38.25,Bad News Bears,5.5,2005
15.63,36.45,Because of Winn-Dixie,6.1,2005
27.91,14.98,Lords of Dogtown,6.9,2005
2.23,5.64,The Proposition,7,2005
10.72,4.9,The Lost City,6.4,2005
33.5,28.44,Dark Water,5.2,2005
3.35,13.08,Dave Chappelle's Block Party,7,2005
15.63,7.66,Bee Season,5.1,2005
8.93,2.25,Maurice Richard,5.5,2005
3.35,11.03,Tsotsi,6.8,2005
54.08,120.43,Underworld: Evolution,6.3,2006
216.33,1152.69,Pirates of the Caribbean: Dead Man's Che,6.8,2006
129.8,499.71,Cars,6.4,2006
162.25,647.97,Casino Royale,7.1,2006
135.21,820.16,The Da Vinci Code,6.4,2006
12.98,123.52,Step Up,6.7,2006
86.53,714.92,Ice Age: The Meltdown,6.4,2006
162.25,430.34,Mission: Impossible III,6.3,2006
37.86,353.22,The Devil Wears Prada,7,2006
97.35,313.52,The Departed,7.7,2006
91.94,210.03,The Holiday,6.7,2006
43.27,118.63,The Prestige,7.8,2006
118.98,621.4,Night at the Museum,6.2,2006
27.04,146.38,Babel,6.7,2006
82.21,75.67,Children of Men,7.3,2006
292.05,423.02,Superman Returns,5.3,2006
19.47,282.94,Borat: Cultural Learnings of America for,6.4,2006
89.24,257.09,Click,5.9,2006
56.25,221.74,The Break-Up,5.5,2006
48.68,199.43,Inside Man,7.2,2006
86.53,167.68,Over the Hedge,6.2,2006
54.08,142.98,Perfume: The Story of a Murderer,7,2006
108.17,184.83,Blood Diamond,7.2,2006
12.98,46.44,Crank,6.5,2006
29.21,60.91,Lucky Number Slevin,7.3,2006
43.27,130.29,Eight Below,6.6,2006
27.04,127.33,Final Destination 3,5.8,2006
54.08,105.58,Silent Hill,6.3,2006
21.63,36.66,She's the Man,6.3,2006
37.86,16.55,The Fountain,6.7,2006
108.17,415.72,Happy Feet,5.8,2006
25.96,168.44,Rocky Balboa,6.4,2006
161.17,69.72,Flushed Away,6,2006
86.53,40.44,The Wild,5.2,2006
81.13,195.3,DÃ©jÃ  Vu,6.5,2006
108.17,269.65,Eragon,4.8,2006
43.27,124.21,The Lake House,6.3,2006
48.68,192.82,Scary Movie 4,5.3,2006
81.13,151.62,Monster House,6.3,2006
54.08,95.96,Failure to Launch,5.6,2006
43.27,129.99,Apocalypto,7.1,2006
54.08,59.69,The Ant Bully,5.5,2006
16.23,75.31,The Hills Have Eyes,6,2006
30.29,41.28,Just My Luck,5.7,2006
91.94,64.8,The Good Shepherd,5.9,2006
32.45,33.61,Ultraviolet,5,2006
146.03,177.17,Miami Vice,5.7,2006
19.47,44.36,John Tucker Must Die,6,2006
33.53,30.29,Tristan & Isolde,6.2,2006
97.35,71.28,Flags of Our Fathers,6.7,2006
2.16,5.6,Shortbus,6.5,2006
54.08,75.54,Curious George,5.8,2006
43.27,41.92,The Wicker Man,4,2006
18.39,61.77,Smokin' Aces,6.3,2006
54.08,94.68,RV,5.7,2006
70.31,47.1,We Are Marshall,6.5,2006
43.27,94.01,The Illusionist,7,2006
18.93,20.75,Beerfest,5.8,2006
27.04,6,The Contract,5.4,2006
59.49,10.22,All the King's Men,5.4,2006
43.27,149.55,Big Momma's House 2,5.6,2006
75.72,41.78,Basic Instinct 2,4.5,2006
5.41,29.08,Clerks II,6.9,2006
78.42,176.28,Talladega Nights: The Ballad of Ricky Bo,6.2,2006
59.49,332.16,The Pursuit of Happyness,7.5,2006
43.27,65.41,Marie Antoinette,6.5,2006
40.74,15.85,Freedomland,5.3,2006
6.49,51.95,The Last King of Scotland,7.3,2006
10.82,177.26,Saw III,6,2006
32.45,0.54,Idiocracy,6.1,2006
34.61,86.75,Nacho Libre,5.5,2006
54.08,53.12,The Black Dahlia,5.8,2006
173.07,196.51,Poseidon,5.3,2006
18.39,7.91,American Dreamz,4.6,2006
18.17,2.47,Fur: An Imaginary Portrait of Diane Arbu,6.3,2006
58.41,141.08,"You, Me and Dupree",5.3,2006
8.65,108.73,Little Miss Sunshine,7.3,2006
69.23,109.89,Little Man,5.6,2006
12.98,41.5,Employee of the Month,5.4,2006
27.04,128.92,The Omen,5.2,2006
20.55,74.28,Letters from Iwo Jima,6.9,2006
9.19,5.93,A Scanner Darkly,6.7,2006
32.45,58.04,Stranger Than Fiction,6.9,2006
68.15,176.25,World Trade Center,5.9,2006
37.86,45.5,A Good Year,6.4,2006
12.98,1.49,Snow Cake,7.4,2006
16.77,7.99,Itâ€™s a Boy Girl Thing,6.2,2006
21.63,52.51,Date Movie,3.9,2006
24.88,41.65,Accepted,6.1,2006
91.94,213.42,Open Season,6.1,2006
55.17,78.72,Barnyard,5.3,2006
4,3.61,Unknown,6.4,2006
75.72,167.59,Dreamgirls,6.5,2006
35.7,67.09,Snakes on a Plane,5.2,2006
7.03,14.46,Friends with Money,5,2006
11.9,78.72,Jackass Number Two,6.4,2006
75.72,59.5,The Guardian,7,2006
18.39,0.41,Southland Tales,4.9,2006
91.94,171.41,The Fast and the Furious: Tokyo Drift,6.1,2006
32.45,37.94,Miss Potter,6.2,2006
41.1,32.35,Pulse,5.1,2006
16.23,11.79,Black Snake Moan,6.3,2006
54.08,10.22,Goya's Ghosts,6.7,2006
27.04,12.73,The Hoax,6.5,2006
21.63,23.98,The Marine,5,2006
12.98,7.31,Running with Scissors,5.6,2006
54.08,66.1,The Shaggy Dog,4.6,2006
43.27,25.89,Stormbreaker,5,2006
6.49,61.91,Madea's Family Reunion,6,2006
91.94,0,Charlotte's Web,6,2006
32.45,37.58,Take the Lead,6.4,2006
37.86,13.53,Zoom,5.1,2006
12.98,24.89,Aquamarine,5.9,2006
10.82,7.76,Rescue Dawn,6.6,2006
7.03,24.76,The Wind That Shakes the Barley,6.5,2006
59.49,71.03,16 Blocks,6.1,2006
4.33,34.16,Scoop,6.2,2006
48.68,41.54,Last Holiday,6.4,2006
16.23,53.51,Notes on a Scandal,6.3,2006
16.23,82.52,United 93,6.6,2006
1.08,0.18,Kidulthood,6.5,2006
22.72,0.52,DOA: Dead or Alive,4.9,2006
16.23,133.46,The Queen,6.6,2006
64.9,84.28,The Sentinel,5.6,2006
34.61,6.4,The Good German,5.8,2006
64.9,19.25,Flyboys,6.1,2006
16.23,10.28,Running Scared,6.8,2006
27.04,17.48,Catch and Release,6,2006
21.63,42.34,The Grudge 2,5.3,2006
8.65,0.16,10th & Wolf,6,2006
48.68,89.56,Firewall,5.4,2006
19.47,1.29,Seraphim Falls,5.8,2006
2.16,0.67,Sherrybaby,6.5,2006
25.96,25.23,Alatriste,5.7,2006
23.8,14.5,Tenacious D in The Pick of Destiny,6.2,2006
21.63,44.61,Man of the Year,5.4,2006
21.63,40.67,The Covenant,5.2,2006
16.23,72.44,When a Stranger Calls,5.4,2006
14.06,1.25,Infamous,5.5,2006
0.54,0.81,Another Gay Movie,5.1,2006
11.9,50.19,Dhoom 2,6.5,2006
9.74,23.27,Black Christmas,5.3,2006
14.06,12.04,The Astronaut Farmer,6.2,2006
8.65,0.46,Fido,6.7,2006
21.63,22.9,ATL,5.3,2006
4.33,8.72,Bug,5.6,2006
81.13,45.74,Lady in the Water,5.2,2006
32.45,44.87,Gridiron Gang,6.5,2006
0.11,11.01,Facing the Giants,6.8,2006
4.33,14.5,The History Boys,5.6,2006
12.98,21.78,The Namesake,7,2006
1.08,50.02,An Inconvenient Truth,6.5,2006
4.33,5.01,Let's Go to Prison,5.4,2006
2.57,8.84,This Is England,7.1,2006
21.63,19.26,School for Scoundrels,5.5,2006
28.12,18.93,Annapolis,5.8,2006
15.68,24.84,IndigÃ¨nes,6.7,2006
16.23,22.72,Flicka,6.1,2006
9.74,29.32,Stay Alive,5.3,2006
16.23,12.97,The Return,5.2,2006
2.16,0.32,Ten Canoes,5.9,2006
227.15,253.5,X-Men: The Last Stand,6.2,2006
1.08,1.82,Who Killed the Electric Car?,6.6,2006
8.65,20.5,Akeelah and the Bee,6.6,2006
5.41,4.15,Trailer Park Boys: The Movie,6.3,2006
8.65,0.41,First Snow,6.6,2006
12.98,5.99,For Your Consideration,5.4,2006
0.09,0.27,The Foot Fist Way,5.3,2006
1.08,0.01,Special,6.5,2006
150.08,911.79,Harry Potter and the Prisoner of Azkaban,7.4,2004
34.63,175.66,Kill Bill: Vol. 2,7.5,2004
57.72,46.41,Bridget Jones: The Edge of Reason,6,2004
23.09,83.42,Eternal Sunshine of the Spotless Mind,7.8,2004
33.48,133.46,The Notebook,7.5,2004
106.21,728.97,The Incredibles,7.2,2004
86.58,333.06,The Bourne Supremacy,7.1,2004
202.03,574.23,Troy,6.8,2004
115.44,401.11,National Treasure,6.4,2004
138.53,400.86,"I, Robot",6.6,2004
86.58,226.83,50 First Dates,6.5,2004
19.63,148.97,Mean Girls,6.8,2004
184.71,346.63,Van Helsing,5.9,2004
76.19,114.66,Hellboy,6.4,2004
190.48,353.12,The Polar Express,6.4,2004
173.17,1061.9,Shrek 2,6.5,2004
15.01,110.9,The Butterfly Effect,7.1,2004
51.95,149.38,Resident Evil: Apocalypse,6.1,2004
126.99,418.77,Ocean's Twelve,6.4,2004
92.36,596.44,Meet the Fockers,6.1,2004
144.31,628.33,The Day After Tomorrow,6.1,2004
133.92,117.75,The Aviator,6.7,2004
75.04,251.4,Collateral,6.7,2004
4.62,34.68,Shaun of the Dead,7.4,2004
75.04,148.81,Blade: Trinity,5.7,2004
